model,target_id,n_generated,validity,connected,qed_mean,sa_mean,logp_mean,lipinski_frac,veber_frac,pains_free_frac,pb_valid_rate,clash_mean,clash_free_rate,strain_median,tanimoto_ref_mean,div_n_valid,div_uniqueness,div_internal_diversity,div_scaffold_diversity,div_novelty,ref_vina_score,ref_vina_min,ref_vina_dock,hit_rate,hit_scaffold_unique_rate,vina_score_median,vina_score_mean,vina_min_median,vina_min_mean
own,HMD_METJA_1_358_0,100,1.0,1.0,0.2756493718605128,6.952046594563269,-1.2082793,0.7,0.0,0.84,0.28865979381443296,0.0,1.0,1023.3463734442912,0.10134413639157051,100,0.97,0.7125526950948751,0.93,,-9.087,-9.415,,0.0,0.0,-8.265,-8.07509,-8.5125,-8.19458
own,IDHP_HUMAN_40_452_0,100,1.0,1.0,0.4338536216839561,7.2445798036076505,0.8184568000000002,1.0,0.62,0.97,0.010101010101010102,0.31,0.93,2976.9751526998025,0.04585465016947242,100,1.0,0.895766647647066,0.99,,,,,0.0,0.0,,,,
own,CHIB_SERMA_1_499_0__1h0i_A_rec,100,1.0,1.0,0.48153101695349126,7.015116672808992,-0.6300417,1.0,0.94,0.99,0.041237113402061855,0.04,0.98,1210.501708740882,0.04388212455508864,100,1.0,0.8972711078475614,0.93,,,,,0.0,0.0,,,,
own,PNTM_STRAE_2_398_0,100,1.0,1.0,0.5538428181663042,7.0621018738544,-0.08324570000000019,1.0,0.98,1.0,0.42,0.0,1.0,510.33739027795764,0.08626248667824887,100,0.79,0.7770137581171741,0.73,,,,,0.0,0.0,,,,
own,RIBB_VIBCH_2_218_0,100,1.0,1.0,0.45362193116327204,5.798927628268129,0.03272149999999995,1.0,0.15,0.99,0.18,0.0,1.0,592.5595634759234,0.11866065582652344,100,0.42,0.5473105470399153,0.17,,,,,0.0,0.0,,,,
own,NQO1_HUMAN_2_274_0__1dxo_C_rec,100,1.0,1.0,0.4182792140120467,6.551859945664407,-0.7659309000000001,1.0,0.29,0.85,0.09183673469387756,0.0,1.0,1115.0083358997479,0.05274862448502451,100,1.0,0.858796257551778,0.83,,-3.341,-3.251,,0.0,0.0,-2.069,-2.17162,-3.4245,-3.2513099999999997
own,CHIA_SERMA_19_563_0,100,1.0,1.0,0.4579848647406359,7.007409237093789,0.6103656000000001,1.0,1.0,0.95,0.1111111111111111,0.0,1.0,1050.1423574783432,0.012031338817732566,100,1.0,0.9098400757204563,0.61,,,,,0.0,0.0,,,,
own,DFPA_LOLVU_2_314_0,100,1.0,1.0,0.5553201046872873,7.359989491478505,0.8105622999999997,1.0,0.96,0.98,0.35,0.0,1.0,566.1735654893284,0.0729080749674833,100,1.0,0.8075384669353765,0.85,,-6.005,-5.998,,0.0,0.0,-6.3945,-6.27933,-6.5375,-6.399759999999999
own,TIAM1_HUMAN_840_931_0,100,1.0,1.0,0.44921204090964145,6.3333100807495155,-0.8860555999999999,1.0,0.3,0.9,0.09,0.0,1.0,1357.0538814080671,0.0379828872845092,100,1.0,0.853967941021133,0.77,,-3.822,-3.764,,0.0,0.0,-2.5140000000000002,-2.4506300000000003,-3.0755,-3.088069999999999
own,P2Y12_HUMAN_1_342_0,100,1.0,1.0,0.39442738445249853,7.126984322711533,0.5976704,1.0,0.52,0.96,0.050505050505050504,0.0,1.0,2025.9501912997903,0.05190493164505686,100,1.0,0.8959418105293474,0.88,,-10.428,-10.513,,0.0,0.0,-7.875500000000001,-8.041229999999999,-7.823,-7.815620000000001
own,CPXB_BACMB_2_464_0,100,1.0,1.0,0.5205950564432311,7.146974377355086,0.8843107,1.0,0.85,1.0,0.1717171717171717,0.0,1.0,876.3124264527653,0.045822938808011256,100,1.0,0.8738839045430056,0.75,,-6.203,-6.176,,0.0,0.0,-7.161,-7.26772,-7.391,-7.5292200000000005
own,ACE_HUMAN_650_1230_0,100,1.0,1.0,0.450646655691694,6.719358307592927,0.3162297999999999,1.0,0.94,1.0,0.2,0.0,1.0,1055.5490412263503,0.07137681789487861,100,0.87,0.8604070311525489,0.61,,-4.487,-4.446,,0.0,0.0,-4.115,-4.33159,-4.489,-4.64007
own,BAZ2A_HUMAN_1795_1898_0,100,1.0,1.0,0.5354155402503644,7.114081911721686,0.1695048999999999,1.0,0.91,0.96,0.02,0.0,1.0,1525.3828926931392,0.05666496541780594,100,0.91,0.894735371588486,0.8484848484848485,,-4.114,-4.138,,0.0,0.0,-4.677,-4.64332,-4.678,-4.71161
own,BTRN_BACCI_2_250_0,100,1.0,1.0,0.5264830599770095,6.81242813683667,-1.1918150000000003,1.0,0.06,0.97,0.3,0.0,1.0,821.193669670342,0.08989112123121515,100,0.76,0.5778807681282823,0.36,,-8.326,-8.494,,0.0,0.0,-8.0435,-7.868129999999999,-8.192499999999999,-8.00087
